"Arrival Date","Bol Number","Carrier SCAC Code","Company Address","Company Country","Company Country Code","Company Website","Company Contact Info","Company Name","Company Total Shipments","Container Size","Container Type","Destination Port","Destination Port Code","Departure Port","Departure Port Code","Estimated Arrival Date","HS Code Full Description","HS Code","HS Code Description","Last Visit Foreign Port","Master Bol Number","Marks & Numbers","Marks Numbers Raw","Notify Party Address","Notify Party Country Code","Notify Party Name","Product Description","Product Description Raw","Quantity","Quantity Unit","Supplier Address","Supplier Country","Supplier Country Code","Supplier Name","Supplier Website","Supplier Contact Info","Supplier Total Shipments","TEU","Vessel Code","Vessel Name","Voyage","Weight"
"2024/05/30","CWQGNNJ240431022","Cwqg","5960 Shawson Drive Mississauga Ontario L4W 3W5 Ca","United States","US","","Phone Numbers:  --- Emails: ","Amtex Yarn Manufacturing Inc","106","4000*906*802","4EB0","Tacoma, Wa","3002","Shanghai","57035","20240529","","050900","","","MEDUHV850746","","","","","","Australian Superwash Wool Top Bump Mic Country China","Australian Superwash Wool Top In Bump 22.5Mic/72Hm Country Of Origin : China","77","BAL","No 46 Maofang Road Bacheng Town Ji Angsu Cn","China","CN","K Usa N Hengyi Wool Top Co Ltd","","Phone Numbers:  --- Emails: ","18","2","9260445","Maria Y","419n","23537"
"2024/05/30","PSEAPLAX24047059","Psea","12588 Florence Ave Santa Fe Springscalifornia 90670","United States","US","","Phone Numbers:  --- Emails: ","Fashion Nova","878","2000*806*800","22G1","Long Beach, Ca","2709","Shanghai","57035","20240529","","050900","","","COSU6384167760","Color Size Quantity Ight Country China","Po: Style : Color : Size : Quantity : We Ight : Country Of Origin : China","","","","Country China Ladies Wearing App Arel","Country Of Origin : China Ladies Wearing App Arel","413","CTN","447 Zhenghe Street 2F Quanyuan Community Duohu Street Jindong Districtjinhua Zhejiang China","China","CN","Jinhua Fengze Import & Export Co","","Phone Numbers:  --- Emails: ","37","1","Cosco Kaohsiung","Cosco Kaohsiung","102e","5073"
"2024/05/30","COSU6383493856","Cosu, China Ocean Steamship Ltd","6400 West Gross Point Road Niles Il 60714 United States","United States","US","","Phone Numbers:  --- Emails: ","Chade Fashions Inc","1241","4000*900*800","45G1","Long Beach, Ca","2709","Qingdao","57047","20240529","Products of animal origin, not elsewhere specified or included ; Human hair, unworked, whether or not washed or scoured; waste of human hair","050100","Human hair, unworked, whether or not washed or scoured; waste of human hair","","COSU6383493856","","","Suite 120 550 East Devon Avenue Itasca Il 60143 United States","US","Khan Trans Inc","Human Hair Wood","Human Hair This Shipment Contains No Wood Packing Materials","28","CTN","Economic And Technical Development Xuchang He 461000 China","China","CN","Xuchang Longshengyuan Hair Products","","Phone Numbers:  --- Emails: ","17","1.5","9355563","Cosco Kaohsiung","102e","659"
"2024/05/30","COSU6384135600","Cosu, China Ocean Steamship Ltd","Rm2102 Bldg B No 1 Keyuan Wei 1St Qingdao Sd 266000 China","United States","US","","Phone Numbers:  --- Emails: ","Qingdao New Ocean Line Co Ltd","933","4000*900*800","45R1","New York/Newark Area, Newark, Nj","4601","Halifax, Ns","13841","20240527","Products of animal origin, not elsewhere specified or included ; Bones and horn-cores, unworked, defatted, simply prepared (but not cut to shape), treated with acid or degelatinized; powder and waste of these products ; Ossein and bones treated with acid","050610","Ossein and bones treated with acid","","COSU6384135600","Cers","Cers Va7283202405133 482594","Rm2102 Bldg B No 1 Keyuan Wei 1St Qingdao Sd 266000 China","US","Qingdao New Ocean Line Co Ltd","Frozen Pork Back Bones","Frozen Pork Back Bones","1300","CTN","Suite 205 1077 Sainte Mathieu Montreal Qc H3H 2S4 Canada","Canada","CA","Kristom Canada","","Phone Numbers:  --- Emails: ","3755","2.02","9780861","Cma Cgm T. Jefferson","1tu7i","26962"
"2024/05/30","OOLU2738215931","Oolu, Orient Overseas Container Line Inc","1405 Building 3 Jiahua Scienc Wuhan Hu China","United States","US","","Phone Numbers:  --- Emails: ","Youhe Food Import & Export Wuhan","43","4000*900*800","45R1","Seattle, Wa","3001","Vancouver, Bc","12493","20240531","Products of animal origin, not elsewhere specified or included ; Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked","050400","Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked","","OOLU2738215931","","","1405 Building 3 Jiahua Scienc Wuhan Hu China","US","Youhe Food Import & Export Wuhan","Frozen Pork Stomachs","Frozen Pork Stomachs","2500","CTN","6985 Financial Drive Mississauga On Canada","Canada","CA","Maple Leaf Foods Incorporated","","Phone Numbers:  --- Emails: ","15663","2.02","9229324","Gsl Christen","083w","26025"
"2024/05/30","OOLU2738215932","Oolu, Orient Overseas Container Line Inc","902-1 Xinxing Square Main Buildin Shenzhen Gd China","United States","US","","Phone Numbers:  --- Emails: ","Optimize Integration Group Inc","957","4000*900*800","45R1","Seattle, Wa","3001","Vancouver, Bc","12493","20240531","Products of animal origin, not elsewhere specified or included ; Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked","050400","Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked","","OOLU2738215932","","","902-1 Xinxing Square Main Buildin Shenzhen Gd China","US","Optimize Integration Group Inc","Frozen Pork Stomachs","Frozen Pork Stomachs","2500","CTN","6985 Financial Drive Mississauga On Canada","Canada","CA","Maple Leaf Foods Incorporated","","Phone Numbers:  --- Emails: ","15663","2.02","9229324","Gsl Christen","083w","26025"
"2024/05/30","COSU6384135550","Cosu, China Ocean Steamship Ltd","3-47 The 5Th Warehouse Tianjin Tj 300000 China","United States","US","","Phone Numbers:  --- Emails: ","Tianjin Navigator International Tra","3960","4000*900*800","45R1","New York/Newark Area, Newark, Nj","4601","Halifax, Ns","13841","20240527","Products of animal origin, not elsewhere specified or included ; Bones and horn-cores, unworked, defatted, simply prepared (but not cut to shape), treated with acid or degelatinized; powder and waste of these products ; Ossein and bones treated with acid","050610","Ossein and bones treated with acid","","COSU6384135550","Cers","Cers Va7283202405133 484026","3-47 The 5Th Warehouse Tianjin Tj 300000 China","US","Tianjin Navigator International Tra","Frozen Pork Neck Bones","Frozen Pork Neck Bones","1591","CTN","Suite 205 1077 Sainte Mathieu Montreal Qc H3H 2S4 Canada","Canada","CA","Kristom Canada","","Phone Numbers:  --- Emails: ","3755","2","9780861","Cma Cgm T. Jefferson","1tu7i","25026"
"2024/05/30","SHPT29912722","Shpt, Shipco Transport","8770 Valley Forge Ln N Osseo Mn 55369 Us","United States","US","","Phone Numbers:  --- Emails: ","Ceramic Industrial Coatings","29","4000*900*800","4500","Long Beach, Ca","2709","Qingdao","57047","20240529","Products of animal origin, not elsewhere specified or included ; Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked","050400","Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked","","OOLU2737365320","Ceramic","Ceramic","8770 Valley Forge Ln N Osseo Mn 55369 Us","US","Ceramic Industrial Coatings","Bonnet","Fz 002 Bonnet","125","CTN","No 338 Dongfeng East Street Shandong Weifang Cn","China","CN","Weifang Tricol Trade Co Ltd","","Phone Numbers:  --- Emails: ","697","1.5","Cosco Kaohsiung","Cosco Kaohsiung","102e","922"
"2024/05/30","DMALMNLA19727","Dmal, Danmar Lines Ltd","213 West Cutting Blvd","United States","US","","Phone Numbers:  --- Emails: ","Nutiva","1878","2000*806*800","2210","Oakland, Ca","2811","Singapore","55976","20240512","","050900","","","HLCUMN2240400022","Addressed","As Addressed","","","","Organic Coconut Aminos Philippines","Organic Coconut Aminos Philippines Origin","17","PKG","Punta Baja Rizal","Philippines","PH","Lionheart Farms Philippines Corpo","","Phone Numbers:  --- Emails: ","27","1.5","9312975","Nyk Oceanus","75","19094"
"2024/05/29","BOPT1465353294","Bopt, Bdp Transport","13300 Carol Ct","United States","US","","Phone Numbers:  --- Emails: ","Wirdc 3Pl","17","4000*806*800","42G1","New York, Ny","1001","Hamble","41374","20240514","Products of animal origin, not elsewhere specified or included ; Animal products not elsewhere specified or included; dead animals of chapter 1 or 3, unfit for human consumption ; Other ; Other","051199","Other","","ONEYLIVE14090600","Addressed","As Addressed","","","","Ingredients","Ingredients","719","PCS","Millenium Park Naas","Romania","RO","Kerry Ingredient And Flavours","","Phone Numbers:  --- Emails: ","3385","1.5","Santa Viola","Santa Viola","036w","1846"
"2024/05/29","HOEG5F13MUJX0003","Hoeg","61 St John S Road Pembroke Hm04 Bermuda Phone: 441 279 5028 Attn: Mrs A","United States","US","","Phone Numbers:  --- Emails: ","Auto Solutions Ltd","964","NC","","Jacksonville, Fl","1803","Bombay","53312","20240527","","058800","","","HOEG5F13MUJX0003","Numbers Bridgetown Barbados Destination Con Signor Maruti Suzuki India Limited Gurgaon Harya India","And Numbers 98 Bridgetown, Barbados W.I Destination Con Signor Maruti Suzuki India Limited Gurgaon Harya Na India S.No.:1-2","1200 Riverplace Blvd Sui Te 205 Jacksonville Fl 32207 904 394 664194 5069 Fax:610 362 120","US","1 Heather Mcquaig/Dianne Schraud Jf Moran","Suzuki Motor Vehicle India Hecho India Bhh Dtd Nvoice Two Unit Only","2 Suzuki Motor Vehicle Made In India (Hecho E N India) 2 6N11Bhh00018500 S.B.No.: Dtd: I Nvoice No. 3171832 I.E. Code No. 058800059 1 Two Unit(S) Only","2","UNT","Palam-Gurgaon Road Gurgaon Haryana 122015 India","India","IN","Maruti Suzuki India Limited","","Phone Numbers:  --- Emails: ","1385","0","9303546","Alliance Fairfax","113","2370"
"2024/05/29","CTYOSHA89474731","Ctyo, City Tours Inc","100 Walnut Avenue Suite405","United States","US","","Phone Numbers:  --- Emails: ","Dsv Air & Sea Inc Ny/Nj","13360","4000*900*800","4500","New York/Newark Area, Newark, Nj","4601","Shanghai","57035","20240528","Products of animal origin, not elsewhere specified or included ; Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked","050400","Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked","","CMDUCHN0990615","","","Ny/Nj 100 Walnut Avenue Suite405","US","Dsv Air & Sea Inc","Salted Hog Casings","Salted Hog Casings Hs Code 0504001100","96","CTN","308 North Zhongshan Road","China","CN","Zhejiang G&F Foreign Trade","","Phone Numbers:  --- Emails: ","30431","2","9785794","Cosco Shipping Sakura","025e","22500"
"2024/05/29","SMLU8074555A","Smlu, Seaboard Marine Ltd","160 Cypress Point Pkwy Unit A102 Palm Coast Fl 32164-8438 Usa","United States","US","","Phone Numbers:  --- Emails: ","Mesoamerica Foods Corp","4979","4000*900*800","4510","Miami, Fl","5201","Santo Tomas","20505","20240529","Products of animal origin, not elsewhere specified or included ; Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked","050400","Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked","","SMLU8074555A","","","13430 Sw 5Th St Miami Fl 33184-1148 Usa","US","Kaz Logistics Corp","Pacaya Brine Chamaedorea Tepejilote Whole Onz Pacaya Salmuera Medio Transporte Maritimo","Boxes Containing 1176 Bx Pacaya In Brine (Chamaedorea Tepejilote), Whole 12X32 Onz (Pacaya En Salmuera) . Medio De Transporte Maritimo","1176","BOX","5 Calle 12-59 Zona 2 La Escuadrillamixco Guatemala Gua","Guatemala","GT","Conservas Y Congelados Ya Esta","","Phone Numbers:  --- Emails: ","2619","2","9395032","Warnow Whale","251","20270"
"2024/05/29","TGFHTSHA6648165","Tgfh","6789 W Henrietta Rd","United States","US","","Phone Numbers:  --- Emails: ","Crosstex International Inc","490","4000*900*800","45G1","New York/Newark Area, Newark, Nj","4601","Shanghai","57035","20240528","","050900","","","OOLU2147539070","","","","","","Cotton Filled Sponges All Gauze Spongesnon Woven Sponges Dental Cotton Rollsper","2372 Cases Of Cotton Filled Sponges, All Gauze Spongesnon Woven Sponges And Dental Cotton Rollsper Po# 45193756","2372","CAS","20 Han Sha Road Hou Hu District Qi Anjiang City","China","CN","Fomed Industries Inc","","Phone Numbers:  --- Emails: ","469","1.5","9785794","Cosco Shipping Sakura","025e","5799"
"2024/05/29","GHSENBGH24040052","Ghse","4332 E La Palma Ave Anaheim Califo Rnia 92807 Us","United States","US","","Phone Numbers:  --- Emails: ","Joneca Company Llc","1391","2000*806*800","22G0","Oakland, Ca","2811","Ningpo","57020","20240525","Products of animal origin, not elsewhere specified or included ; Animal products not elsewhere specified or included; dead animals of chapter 1 or 3, unfit for human consumption ; Other ; Other","051199","Other","","HDMUNBOZ84645200","","","","","","Food Waste Disposer","Food Waste Disposer","20","PKG","22/F Fortune Plaza No 77 Heyi R Oad Ningbo Cn","China","CN","Ningbo Pinyu International Trade Co","","Phone Numbers:  --- Emails: ","1119","1","9789996","Ym Trophy","013e","8170"
"2024/05/29","RSLCNBAF2405218A","Rslc, Roselle Construction Inc","300 Lakeview Pkwy Vernon Hills Il 60061 Us","United States","US","","Phone Numbers:  --- Emails: ","Windy City Novelties","728","4000*900*800","45G1","Long Beach, Ca","2709","Ningpo","57020","20240529","Products of animal origin, not elsewhere specified or included ; Bones and horn-cores, unworked, defatted, simply prepared (but not cut to shape), treated with acid or degelatinized; powder and waste of these products ; Other","050690","Other","","COSU6384185290","","","300 Lakeview Pkwy Vernon Hills Il 60061 Us","US","Windy City Novelties","Air Horn Party String Color Spray","Air Horn Party String Color Spray This","2433","PCS","Add:Hengxi Industrial Zone Caozhai Town Jinhua City Zhejiang Province China","China","CN","Jinhua Lvhua Plastic Co Ltd","","Phone Numbers:  --- Emails: ","30","1.5","Cscl Yellow Sea","Cscl Yellow Sea","057e","14613"
"2024/05/29","BOPT1465354956","Bopt, Bdp Transport","13300 Carol Ct","United States","US","","Phone Numbers:  --- Emails: ","Wirdc 3Pl","17","4000*806*800,4000*806*800","42G1,42G1","New York/Newark Area, Newark, Nj","4601","Rotterdam","42157","20240514","Products of animal origin, not elsewhere specified or included ; Animal products not elsewhere specified or included; dead animals of chapter 1 or 3, unfit for human consumption ; Other ; Other","051199","Other","","ONEYLIVE15394700","Addressed","As Addressed","","","","Ingredients","Ingredients","1600","PCS","Millenium Park","Romania","RO","Kerry Ingredient And Flavours","","Phone Numbers:  --- Emails: ","3385","3","Santa Viola","Santa Viola","036w","26948"
"2024/05/29","HOEG5F13MUJX0002","Hoeg","61 St John S Road Pembroke Hm04 Bermuda Phone: 441 279 5028 Attn: Mrs A","United States","US","","Phone Numbers:  --- Emails: ","Auto Solutions Ltd","964","NC","","Jacksonville, Fl","1803","Bombay","53312","20240527","","058800","","","HOEG5F13MUJX0002","Numbers Bridgetown Barbados Destination Newa Bermuda Consignor Maruti Suzuki India Limit Block Old Hansalpur District Ahmedabad Gujarat India","And Numbers 98 Bridgetown, Barbados W.I Destination Newa Rk, Bermuda Consignor Maruti Suzuki India Limit Ed Block No. 334, 335 (Old 158,293), Hansalpur, District Ahmedabad Gujarat - 382130 (India) S.N O.:1-3","1200 Riverplace Blvd Sui Te 205 Jacksonville Fl 32207 904 394 664194 5069 Fax:610 362 120","US","1 Heather Mcquaig/Dianne Schraud Jf Moran","Units Units Unpacked Motor Vehicles Dtd Hree Unit Only","Units 3 Units Unpacked Motor Vehicles 3 3K A1C7P00028500 At S.B.No.: Dtd: Invoice No. 5017220,5017644 I.E. Code No. 0588000591 T Hree Unit(S) Only","3","UNT","Block No 334 335 Old 158 293 H Ansalpur District Ahmedabad Gujarat - 382130","India","IN","Maruti Suzuki India Limited","","Phone Numbers:  --- Emails: ","1385","0","9303546","Alliance Fairfax","113","2955"
"2024/05/29","CTYOSHA89478371","Ctyo, City Tours Inc","47-06 Grand Avenue","United States","US","","Phone Numbers:  --- Emails: ","World Casings Corp","380","4000*900*800","4500","New York/Newark Area, Newark, Nj","4601","Shanghai","57035","20240528","Products of animal origin, not elsewhere specified or included ; Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked","050400","Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked","","CMDUCHN0921084","","Z590/1-96","Ny/Nj 100 Walnut Avenue Suite405","US","Dsv Air & Sea Inc","Salted Hog Casings","Salted Hog Casings","96","CSK","308 North Zhongshan Road","China","CN","Zhejiang G&F Foreign Trade","","Phone Numbers:  --- Emails: ","30431","2","9785794","Cosco Shipping Sakura","025e","22500"
"2024/05/29","HOEG1Y33MUNA0001","Hoeg","P O Box 6385 S S East Shirley Str Eet Nassau The Bahamas","United States","US","","Phone Numbers:  --- Emails: ","Quality Auto Sales Limited","3863","NC","","Port Everglades, Fl","5203","Port Bustamante","24128","20240528","","058800","","","HOEG1Y33MUNA0001","Numbers Bridgetown Barbados Cargo Transhipped Via Kingston Destination Consignor Maruti Suzu India Limited Palam Gurgaon Road Gurgaon Har Yana India","And Numbers 8 Bridgetown, Barbados W.I Cargo Transhipped Via Kingston Destination Consignor Maruti Suzu Ki India Limited Palam-Gurgaon Road, Gurgaon Har Yana (122015) India S.No.:1-2","P O Box 6385 S S East Shirley Street Nassau The Bahamas","US","1 Quality Auto Sales Limited","Suzuki Motor Vehicles Year Jimny Bhd Dtd Feb Two Unit Only","Suzuki Motor Vehicles Model Year: 2025 Jimny5 Dr 2 6N11Bhd00059600 S.B.No.:7552524 Dtd:1 5-Feb-2024 Invoice No. 3171830 I.E. Code No. 0588000591 Two Unit(S) Only","2","UNT","Maruti Suzuki India Limited Palam-Gurgaon Road Gurgaon Haryana 122015 India On Behalf Of Suzuki Motor Corporation","Jamaica","JM","Suzuki Motor Corp","","Phone Numbers:  --- Emails: ","4730","0","9431836","Hoegh Beijing","149","2370"
"2024/05/29","MEDUGR601758","Medu, Bcsl Us-Med Line Ltd.","259 30Th Street Greeley Co 80631 United States","United States","US","","Phone Numbers:  --- Emails: ","All American Pet Proteins Llc","1168","4000*900*800","4532","Houston, Tx","5301","Pusan","58023","20240524","Products of animal origin, not elsewhere specified or included ; Animal products not elsewhere specified or included; dead animals of chapter 1 or 3, unfit for human consumption ; Other ; Other","051199","Other","","MEDUGR601758","","","1141 W Randolph Street Suite 3 Chi Illinois City Il 60607 United State","US","Fie Usa Llc","Frozen Sheep Lung Denatured Pet Food Only Gxmht","Frozen Sheep Lung Denatured - Pet Food Only H.A.M Code - In4033 Total Net Weight 23,503.10Kgs Hs Code 051199 E.D.N. Ae6Gxmht9","2040","PKG","Lot 11 Yarrandale Rd Dubbo Nsw 2830 Australia","Australia","AU","Fletcher International Export Pty","","Phone Numbers:  --- Emails: ","3031","2","9256755","Methoni","416e","23515"
